3.946424	-4.655455
4.999728	-3.452018
4.310100	-5.755362
-3.665688	5.668299
5.586186	-3.820267
4.742062	-6.342974
5.784683	-4.991908
4.140464	-4.760945
5.520765	-2.990288
6.429038	-5.662053
4.625864	-5.680115
-3.558194	3.814644
5.431558	-5.728711
-6.666262	6.549612
3.258105	-6.564028
-4.844284	4.583467
3.958268	-6.497979
5.680440	-5.242409
7.001927	-5.957057
5.532054	-4.774721
4.771868	-4.544810
-7.000156	3.986479
5.359463	-6.379171
-5.115861	3.914111
4.503182	-5.235995
-5.828697	6.301904
6.003227	-3.395200
6.407352	-3.472182
-3.811735	2.918265
-6.208316	5.660811
5.289563	-5.635871
3.563012	-5.350672
6.610707	-5.666942
7.266176	-4.288277
-6.229519	5.222600
7.048444	-5.204171
-4.088015	3.609944
3.517445	-4.822625
4.243805	-5.095415
5.202063	-7.529943
5.263895	-4.998714
-4.435462	5.122001
-5.445995	6.027946
-6.032875	3.347090
5.849691	-4.604679
4.873470	-3.718150
-3.687338	4.204348
6.143243	-6.327989
4.616239	-5.642722
4.113198	-5.574487
-5.233573	5.343198
4.639094	-5.787399
5.161885	-5.260152
-4.860744	5.945782
-2.474376	5.108844
-5.237612	4.527080
-4.121320	3.437829
-5.268943	4.985728
-4.236731	4.538417
5.638129	-4.888590
6.563567	-6.112759
4.494757	-5.372706
-4.539863	5.560977
6.428411	-5.045280
-6.262671	4.657908
4.523655	-4.440056
-4.778174	6.574681
4.077238	-5.630203
4.433033	-6.629291
5.000422	-3.494907
3.339817	-6.317744
-4.374053	6.750323
-5.769230	4.980430
5.709423	-6.445835
5.321678	-5.343744
5.871050	-4.223072
5.955916	-4.724281
5.987038	-5.251109
-4.687561	4.831320
-4.246246	6.583899
6.780174	-3.606414
-6.243110	5.249133
-4.625866	5.590273
3.925716	-6.851509
-4.371539	3.902138
-4.382864	4.000162
4.792514	-5.875217
-5.485497	5.854228
5.845527	-3.534339
-5.146238	4.882004
-3.414424	4.263171
-5.875676	5.948686
4.035410	-5.130609
-5.561019	4.538877
4.628193	-4.800132
4.351177	-5.585727
-6.085194	6.182183
-5.104617	4.230295
6.956873	-5.333787
-3.569022	4.833663
-4.834380	6.620157
-5.298208	5.523401
3.722912	-6.817691
-5.529467	4.489495
-4.977833	4.638177
-4.532412	4.844210
-4.839636	5.136074
-4.140449	3.687804
-4.566599	6.874030
3.688296	-3.578522
5.804707	-5.163442
4.871997	-3.797236
4.660913	-5.964135
-5.033364	5.421344
4.301867	-4.835617
4.349783	-5.361341
-5.531317	4.047828
4.563951	-4.370644
5.364040	-4.985009
-5.543173	5.432459
4.586451	-5.845456
4.646341	-5.595868
-3.316352	4.898549
5.893832	-6.152594
5.824686	-6.169090
7.078580	-6.149809
-7.078839	5.268665
5.506704	-5.845303
6.474502	-3.841045
-4.408930	3.817804
4.745576	-4.549256
6.693926	-4.626320
-5.394798	5.437675
